,cs1,cs2
1021,42.14472,3143.6396
1022,15.306166,2015.1843
1023,23.9872,1261.5282
1024,21.016447,1341.8556
1025,13.157482,1921.8975
1026,86.19595,3375.2861
1027,90.9278,3649.1418
1028,15.193271,1683.9747
1029,97.05176,3986.1577
1030,74.27276,2902.8208
1031,70.41892,3529.369
1032,82.17764,3309.6685
1033,59.852882,3654.2043
1034,97.37374,4175.5903
1035,33.141346,2445.6582
1036,31.690283,1706.1208
1037,25.980415,1734.7076
1038,49.043312,3050.9946
1039,14.4045925,1501.5258
1040,13.812975,2209.937
1041,8.024695,1637.2191
1042,14.237117,1734.1095
1043,69.73757,3057.492
1044,76.82854,3604.7522
1045,96.58811,4577.0
1046,18.209084,1919.4192
1047,77.15745,3322.5789
1048,32.597595,2451.7556
1049,77.82089,2887.447
1050,47.69249,2362.4219
1051,63.728783,3182.2993
1052,93.80113,4117.8823
1053,34.81098,2500.2004
1054,35.660244,2117.3452
1055,67.52535,3506.7764
1056,48.185715,2104.812
1057,53.568142,2309.5142
1058,16.68378,2839.9387
1059,26.27025,2596.2307
1060,33.181484,2625.1335
1061,77.17274,3176.4731
1062,4.651883,1302.7953
1063,66.83042,2658.8098
1064,25.300724,2873.5652
1065,46.18755,3270.3887
1066,98.29668,4313.2637
1067,4.0569324,1309.0491
1068,83.322845,3319.4666
1069,90.66032,5137.866
1070,17.245121,1763.8406
1071,38.43925,2564.0042
1072,48.436134,4252.444
1073,27.114244,2557.984
1074,4.8756704,1127.7716
1075,33.296658,2609.8296
1076,32.88899,2428.044
1077,83.901596,4122.8804
1078,16.89007,2476.248
1079,5.2228456,1550.9272
1080,58.403263,3588.7593
1081,4.625907,1503.3485
1082,63.949272,3805.6497
1083,8.934605,1808.0654
1084,68.89887,3057.9636
1085,7.827561,1578.2698
1086,19.052238,1841.9242
1087,46.39834,2591.261
1088,96.04721,3201.0232
1089,28.816189,2596.2568
1090,99.69105,5281.778
1091,31.829823,2131.557
1092,38.904987,2598.1838
1093,90.36734,3111.9014
1094,75.327576,3326.7197
1095,69.60084,3396.638
1096,39.065815,2392.9734
1097,16.147472,2159.247
1098,26.159658,2798.83
1099,94.11731,3738.9915
1100,47.637753,3139.0774
1101,6.9219356,1578.6337
1102,15.785025,1225.9434
1103,28.7491,2401.1265
1104,67.19095,2738.8652
1105,10.056883,2323.7966
1106,21.16248,2022.0488
1107,7.6484976,2005.5808
1108,11.463885,1865.8114
1109,89.33893,3861.4832
1110,28.80272,2664.7568
1111,64.31048,2412.612
1112,16.471258,1921.694
1113,26.09038,2703.3853
1114,32.805653,3174.3152
1115,69.833206,2648.7573
1116,26.26957,2664.4194
1117,94.16162,3201.666
1118,94.045715,3143.5227
1119,57.00857,2840.4214
1120,79.28184,4611.0986
1121,67.40925,3501.286
1122,20.174099,2016.9664
1123,35.899155,3401.4697
1124,3.4049697,791.38336
1125,59.012947,3591.6755
1126,54.675106,3274.0554
1127,35.8786,3592.8196
1128,62.063488,3578.5173
1129,22.510643,2299.7017
1130,52.114925,2802.4915
1131,32.519653,2013.0765
1132,53.532433,2576.0461
1133,86.275665,4367.0967
1134,69.70956,3298.5596
1135,7.827565,1461.5739
1136,89.52682,4097.651
1137,57.42763,3362.6355
1138,32.78731,2915.649
1139,57.178463,3254.2158
1140,97.31483,4071.8599
1141,60.621227,4332.0137
1142,56.7287,3178.2231
1143,88.457306,4110.0986
1144,9.132597,1471.1443
1145,74.74322,4326.8096
1146,70.17563,3756.3901
1147,81.41617,3834.0034
1148,14.220935,1343.0979
1149,80.0764,4538.474
1150,47.781303,2509.7393
1151,57.145744,2213.2803
1152,3.3202183,1032.4567
1153,17.486036,2601.574
1154,66.3525,3247.8748
1155,71.906715,3399.2368
1156,4.8578944,1479.3488
1157,78.995575,4232.342
1158,21.958855,2319.1213
1159,84.25509,3102.599
1160,45.56188,3111.0889
1161,4.446957,1129.5609
1162,48.594482,2960.8264
1163,7.584631,1020.7428
1164,88.56083,4762.6426
1165,20.80485,2103.0881
1166,81.40238,3519.924
1167,17.556406,2432.8457
1168,28.728876,2144.0017
1169,10.063171,1314.6053
1170,93.401665,3705.6746
1171,21.47302,2085.1946
1172,59.916824,2348.6282
1173,40.43927,2060.7783
1174,31.454983,2484.2263
1175,45.43414,2491.6528
1176,6.24815,1912.7065
1177,11.0721655,1908.8282
1178,97.45638,4471.1353
1179,65.703026,3011.1294
1180,59.76495,2857.263
1181,22.742811,1763.3384
1182,6.356852,1154.8629
1183,87.249,4258.865
1184,12.877286,1506.9052
1185,39.877808,2266.386
1186,73.42367,3568.3694
1187,21.535654,931.8146
1188,3.8875647,1471.4325
1189,68.50046,2283.4058
1190,52.37229,2848.0977
1191,6.86576,1336.4059
1192,14.06069,1629.0889
1193,48.480553,2445.7478
1194,55.80822,3477.8923
1195,47.010662,3577.6746
1196,80.72358,2949.7986
1197,65.43469,3885.5867
1198,77.731316,3478.8384
1199,27.456255,2789.9893
1200,73.68034,3007.3416
1201,20.485888,1852.5802
1202,70.06443,4109.0557
1203,84.30654,3274.9106
1204,18.979979,2499.2466
1205,12.749935,1846.6703
1206,99.88162,3573.5208
1207,49.830563,2555.867
1208,67.64336,3684.042
1209,30.456285,2768.595
1210,66.74575,3506.772
1211,41.04484,2447.8157
1212,56.34772,3864.121
1213,21.213129,2372.397
1214,41.056942,2592.8699
1215,54.034107,2411.2969
1216,29.08904,2506.1262
1217,60.648983,3417.4468
1218,4.926323,1675.2861
1219,50.580578,3398.8608
1220,88.34658,3459.2583
1221,49.255302,3217.959
1222,82.01761,3994.762
1223,72.26773,2668.6897
1224,54.946762,2966.9636
1225,72.01566,3757.5762
1226,85.06504,4129.478
1227,83.67081,3271.2703
1228,82.925224,3614.0151
1229,73.49521,4154.321
1230,95.4988,3129.5164
1231,21.502651,2610.919
1232,99.97631,1909.5488
1233,77.882385,3297.473
1234,87.20137,3441.0876
1235,64.33966,3778.6733
1236,31.392883,2377.9697
1237,47.01335,3280.5784
1238,17.845062,2339.1506
1239,62.30421,2046.5507
1240,81.57665,3603.834
1241,81.68476,3499.2285
1242,48.14247,2994.3342
1243,48.967064,2529.3647
1244,94.267265,3542.8613
1245,27.182432,1467.7106
1246,12.771556,1924.8611
1247,48.964684,2738.1826
1248,12.333834,1565.4843
1249,10.441796,1195.7874
1250,49.470367,1953.7656
1251,93.8957,4086.7107
1252,99.004776,3360.6055
1253,18.829533,1050.8555
1254,5.912848,1481.7483
1255,38.0492,2645.1743
1256,31.520454,2127.1333
1257,25.275007,1699.1997
1258,15.740864,2473.4688
1259,63.981277,2357.7397
1260,35.85042,2129.9526
1261,49.03667,3271.387
1262,99.309784,3817.2812
1263,99.981834,4570.77
1264,39.582386,1785.921
1265,82.77304,4819.4614
1266,48.417233,2272.0867
1267,39.323563,2437.8298
1268,97.59195,2587.044
1269,39.528416,2556.311
1270,35.608837,1534.8109
1271,47.433365,2789.1746
1272,57.36303,2826.6833
1273,31.062298,2802.9495
1274,59.78966,2943.4692
1275,67.761406,3126.1265
1276,85.79347,3441.0955
1277,54.553013,2780.6003
1278,64.41093,3150.6516
1279,59.61419,3039.7358
1280,34.356785,2282.9927
1281,33.91777,1964.8931
1282,12.486985,2075.6978
1283,22.042477,1895.649
1284,35.65782,2596.2617
1285,49.897873,2852.4207
1286,34.24214,2010.9629
1287,14.754231,1904.1393
1288,41.76635,2694.2078
1289,29.925367,2350.1174
1290,98.55121,4942.544
1291,58.289387,3500.3254
1292,69.79744,3702.3093
1293,38.63583,1942.0052
1294,45.14123,2331.6047
1295,19.59874,2152.244
1296,56.393585,2958.9946
1297,32.98681,2345.228
1298,70.491486,3067.6914
1299,84.70916,3279.368
1300,86.50734,2911.4043
1301,11.164271,1998.9398
1302,46.118626,2731.038
1303,93.872505,3802.919
1304,92.71094,3143.024
1305,42.984974,2188.4539
1306,38.878677,3367.6445
1307,79.190895,3334.284
1308,36.56488,2316.8027
1309,50.137955,2409.1511
1310,55.170574,3501.6846
1311,93.04767,4026.931
1312,22.041065,1633.098
1313,78.86999,3788.099
1314,53.502827,2614.3037
1315,3.927492,1330.9122
1316,30.430664,1916.5306
1317,43.904697,3465.0176
1318,89.680824,3794.182
1319,45.66145,2839.4778
1320,37.281387,3226.497
1321,37.433258,2794.1829
1322,74.50844,3870.4639
1323,39.007996,2167.077
1324,20.137959,1845.7714
1325,67.538956,4073.6006
1326,8.356173,1154.9866
1327,95.28168,4786.067
1328,19.540668,2779.4575
1329,64.415344,3010.531
1330,84.187706,3894.9097
1331,31.32549,3638.826
1332,85.78536,4399.032
1333,13.0032835,1903.5048
1334,13.770352,1384.7798
1335,87.207985,4440.494
1336,37.077965,2955.8572
1337,73.50624,2880.3535
1338,92.93687,3519.33
1339,65.72779,2418.1384
1340,67.23313,3931.629
1341,63.738888,3521.809
1342,16.84402,1691.1802
1343,85.418015,4345.781
1344,78.954155,3117.5999
1345,35.68485,1468.2516
1346,8.621291,992.6621
1347,24.848894,1650.0331
1348,98.54984,2911.8572
1349,97.92253,3826.1587
1350,69.03052,4325.802
1351,95.503586,4324.1567
1352,31.723263,2406.444
1353,26.872366,1896.6975
1354,70.95906,2955.6775
1355,62.05645,2447.6484
1356,90.68658,4296.6665
1357,54.018383,3198.4985
1358,28.389303,1979.8173
1359,93.33436,4669.233
1360,41.8648,1818.1835
1361,44.068413,2252.815
1362,75.04805,3492.1584
1363,8.062424,1477.4382
1364,94.525505,4515.257
1365,12.142817,1661.5801
1366,29.543774,2211.3796
1367,47.77071,3544.2214
1368,81.75854,3489.6968
1369,89.19755,3280.8557
1370,44.83485,2422.0579
1371,38.736275,2456.159
1372,53.91015,3072.8176
1373,35.578285,2361.8936
1374,38.349102,1839.3617
1375,74.549324,3601.8503
1376,43.962814,1828.5294
1377,4.66112,1323.1417
1378,11.796863,1745.1536
1379,47.36251,3231.0044
1380,88.58061,3044.2173
1381,19.495533,2345.1394
1382,57.008465,3515.2664
1383,14.930566,1937.2045
1384,65.659004,3526.54
1385,8.828236,1732.8221
1386,44.843544,2065.559
1387,14.95373,1894.529
1388,29.46493,3165.4094
1389,66.42739,4119.826
1390,17.660137,2172.4072
1391,96.04331,4185.4185
1392,48.642727,2916.6772
1393,9.003781,2183.3953
1394,17.145185,1703.1688
1395,68.68443,4173.0796
1396,39.398712,2231.16
1397,79.3728,2344.2795
1398,20.395607,1538.7388
1399,97.22787,3721.7844
1400,87.80587,3843.2017
1401,31.93147,2569.6929
1402,4.8890433,1355.5449
1403,19.367329,1943.1345
1404,57.33255,2647.7996
1405,71.54943,3054.357
1406,34.022278,2632.966
1407,93.90912,5008.496
1408,10.212195,1924.8795
1409,43.395805,2635.9653
1410,99.10624,3795.559
1411,32.65946,2113.6594
1412,22.430382,1896.7147
1413,98.73983,3528.2703
1414,97.71809,4982.886
1415,44.356792,2908.6233
1416,11.20133,1867.0536
1417,6.192193,1565.5205
1418,31.2536,3018.4514
1419,12.333313,1485.025
1420,46.66143,3574.63
1421,30.59677,2322.383
1422,23.309729,2164.41
1423,55.602974,2417.4875
1424,42.63576,2605.5833
1425,85.80249,4047.3958
1426,70.37908,3573.3457
1427,8.372642,1101.1858
1428,79.2246,3308.9482
1429,85.90394,3179.4395
1430,97.96148,3140.2935
1431,30.987385,2820.7341
1432,96.126785,4589.673
1433,15.314419,1491.7721
1434,35.583668,1893.9232
1435,34.32269,1699.9498
1436,13.536333,1340.3981
1437,66.43792,3307.6162
1438,96.31917,3367.0469
1439,91.598946,4610.3403
1440,77.377785,3295.671
1441,97.40055,3826.5623
1442,78.8445,2934.544
1443,53.79499,2547.7458
1444,23.227482,2711.4722
1445,18.160307,2404.5776
1446,14.018688,1409.6884
1447,40.609386,2476.4207
1448,25.658405,1773.0902
1449,62.979496,2493.0498
1450,63.711525,2770.5706
1451,58.806408,3569.0452
1452,49.452953,2590.1316
1453,62.98544,2632.0085
1454,54.355076,2527.2175
1455,35.666416,2964.6787
1456,17.302027,1708.1196
1457,26.869076,2307.33
1458,55.460613,3209.596
1459,10.565291,1542.7402
1460,82.27188,4606.678
1461,53.334053,3245.6436
1462,47.8187,2748.2485
1463,95.10435,5234.2583
1464,44.047733,3517.1228
1465,47.064423,2731.2993
1466,59.790913,2948.7021
1467,73.9475,3827.9233
1468,81.79242,3666.901
1469,26.01722,2834.2217
1470,78.197815,4201.168
1471,44.51194,2739.6035
1472,27.14525,2485.562
1473,20.111296,2082.1902
1474,54.393314,2676.895
1475,61.794937,3668.858
1476,43.652164,2876.0278
1477,52.308685,2708.9497
1478,95.998,3308.0305
1479,74.183426,3313.7188
1480,43.084076,2567.4866
1481,18.010696,2529.1145
1482,74.96364,3600.8467
1483,67.76188,4397.9883
1484,59.847916,3388.6392
1485,62.508804,3001.3884
1486,13.1379385,2069.2095
1487,37.608227,2119.8064
1488,4.74689,1168.2811
1489,15.335946,2158.621
1490,15.88924,2127.15
1491,36.23814,2178.3367
1492,26.1818,2239.546
1493,77.31995,3872.9607
1494,22.47078,2246.5205
1495,76.226425,3114.5857
1496,41.63518,1614.7423
1497,82.69931,3578.1135
1498,93.320045,2993.5305
1499,8.983564,1510.9261
1500,51.81955,2866.8162
1501,41.90072,2546.7302
1502,30.008892,1942.2665
1503,65.31546,3023.5615
1504,51.715286,3304.3562
1505,91.707275,3758.179
1506,83.61206,4265.3115
1507,89.138535,4370.845
1508,43.261784,2829.7627
1509,3.851688,1467.4016
1510,91.72937,4017.2456
1511,29.828987,2207.531
1512,73.2733,3056.9028
1513,39.373917,3403.0842
1514,98.998,4201.0645
1515,97.060875,3712.422
1516,69.02413,2956.0002
1517,22.906397,1547.2362
1518,24.54355,1944.1113
1519,33.49443,2473.8538
1520,73.092804,3407.0237
1521,28.62053,2094.9128
1522,96.73533,4942.7563
1523,9.590548,1550.4387
1524,86.35461,3323.7874
1525,80.5773,3579.858
1526,17.992435,1161.973
1527,37.893436,3051.993
1528,25.136528,1860.921
1529,73.0406,3173.5847
1530,46.18313,3218.0679
1531,22.763447,1684.3594
1532,9.747255,1314.1869
1533,36.867226,3190.0208
1534,33.719807,2656.646
1535,77.110146,3367.812
1536,49.948555,2759.2734
1537,32.439465,2116.8796
1538,50.2858,2780.0176
1539,59.99859,2773.492
1540,74.08005,3740.7563
1541,48.106808,2267.4832
1542,23.384912,2703.991
1543,86.069824,4269.0024
1544,5.871625,1130.2104
1545,25.668633,2237.9204
1546,94.911156,3356.5962
1547,94.072914,3401.4536
1548,97.681305,2941.364
1549,38.969772,2895.464
1550,10.06554,1790.953
1551,77.66865,3339.9663
1552,95.24994,4103.471
1553,50.48077,4211.3257
1554,83.59592,2521.936
1555,22.731047,2240.4746
1556,22.116682,1627.3275
1557,59.105736,2187.224
1558,10.934909,1356.5137
1559,51.563137,2743.2773
1560,22.291092,2508.428
1561,20.131777,2420.6726
1562,24.476961,2170.4465
1563,44.630062,3084.979
1564,64.1243,2739.4558
1565,89.11886,3806.2375
1566,84.304535,3313.5576
1567,90.20264,3950.6008
1568,57.034653,3619.3591
1569,81.46233,3078.0713
1570,16.547012,1777.158
1571,52.13853,2274.7031
1572,40.11909,2322.4438
1573,31.800886,2346.2646
1574,92.874695,3869.945
1575,74.80504,3383.693
1576,29.793844,1493.1716
1577,14.96779,1904.6384
1578,68.25453,2978.9812
1579,38.67968,2782.5393
1580,57.471024,2955.5369
1581,30.065472,2698.879
1582,56.754436,3404.28
1583,56.263744,3069.6824
1584,56.493294,3289.683
1585,83.03398,5041.048
1586,26.99034,1614.814
1587,60.984974,2660.996
1588,75.289696,3574.095
1589,67.53772,3561.8633
1590,81.27183,3525.3774
1591,11.763674,2084.8147
1592,47.305237,3759.5881
1593,80.69808,2980.785
1594,8.605034,1326.5925
1595,94.16733,4314.398
1596,42.553707,2494.323
1597,75.29835,3225.8308
1598,7.035595,1156.2417
1599,27.608082,2987.499
1600,64.19986,2594.8926
1601,34.327705,2528.5093
1602,74.17733,2990.019
1603,52.4809,3275.624
1604,77.738235,4547.1484
1605,83.10407,3357.3826
1606,34.45178,2647.2148
1607,35.237774,2505.6443
1608,10.233939,1512.8005
1609,33.527943,2009.774
1610,36.35557,2814.727
1611,97.16289,3727.2158
1612,77.94036,4419.134
1613,92.60806,3817.7104
1614,41.885418,2820.4072
1615,72.75583,1898.7002
1616,53.314823,2725.8894
1617,19.009247,1482.1221
1618,55.946404,2909.1494
1619,21.077717,1778.4585
1620,69.88022,4198.307
1621,62.6661,3348.7249
1622,48.885727,2567.3647
1623,39.97219,2915.648
1624,76.87236,4203.334
1625,91.92546,4288.532
1626,51.529938,2963.4407
1627,64.28573,2733.9695
1628,8.8543,2081.6238
1629,76.03844,3331.2966
1630,11.777826,1188.6261
1631,95.835846,3634.8987
1632,30.29228,2112.2124
1633,43.157776,2461.262
1634,94.70055,2878.9646
1635,91.79712,3659.2878
1636,68.65277,2644.6091
1637,67.3802,2998.7698
1638,96.91326,4521.438
1639,65.594406,3342.0444
1640,79.736664,4248.9795
1641,33.272034,2409.972
1642,89.49057,3841.354
1643,18.006516,2013.7825
1644,65.4333,3490.7383
1645,45.527023,2768.2114
1646,77.19145,3071.3696
1647,45.94876,2799.474
1648,85.41352,3140.965
1649,62.6122,3075.7644
1650,62.272408,2102.9985
1651,71.22196,3567.9233
1652,18.234465,2471.5925
1653,27.287663,1464.2845
1654,61.615875,2898.6284
1655,76.947655,3528.2976
1656,50.701153,2468.9954
1657,39.989223,2747.8457
1658,84.61199,3259.961
1659,73.52787,2888.6682
1660,7.6035166,1690.4155
1661,31.779589,2398.9192
1662,86.927475,3033.1536
1663,97.1827,4524.878
1664,94.32714,3777.131
1665,87.29631,3538.6873
1666,72.56459,3985.887
1667,49.15401,2505.236
1668,51.67831,3052.185
1669,83.562164,2962.7974
1670,73.57876,3622.611
1671,65.68435,3211.5305
1672,55.68788,2344.8665
1673,26.727139,1887.607
1674,41.483692,2312.313
1675,88.14008,4328.6035
1676,5.9173746,1382.3895
1677,7.4211674,1668.816
1678,9.551898,1516.9912
1679,24.90945,1492.9642
1680,35.868126,2212.392
1681,11.781554,1508.6592
1682,47.746635,2505.7837
1683,79.06485,3369.4666
1684,29.006577,2542.629
1685,72.33274,4020.0925
1686,45.734413,2712.4675
1687,43.4682,2483.4065
1688,6.2433248,1170.2731
1689,73.5039,3211.266
1690,25.234797,2067.4675
1691,66.81192,2995.0166
1692,46.518253,2958.6685
1693,64.60706,3122.2305
1694,45.863567,1788.1826
1695,74.08481,3903.5718
1696,74.42154,3164.941
1697,67.06237,3194.875
1698,74.667656,2947.189
1699,72.26259,4263.6885
1700,73.05611,4007.905
1701,49.88368,2747.4395
1702,17.566683,2022.4115
1703,85.6638,4079.0796
1704,65.922775,3001.8052
1705,95.09984,3406.9548
1706,63.720695,2653.5652
1707,24.518543,2697.4758
1708,50.50535,3075.6248
1709,58.58927,2361.8462
1710,40.55583,3157.0752
1711,14.420937,1468.5137
1712,89.331825,3669.5994
1713,37.773617,2155.9463
1714,19.422552,2049.346
1715,38.50378,2230.389
1716,85.96657,4147.204
1717,90.51858,5283.352
1718,19.1784,2208.5105
1719,33.158127,2056.232
1720,81.16612,3867.6853
1721,77.98111,4486.8037
1722,54.793674,3258.7788
1723,76.43628,3653.2104
1724,43.767372,3642.4988
1725,89.31685,3349.2488
1726,81.415955,4192.234
1727,26.713758,1792.5704
1728,11.387615,1636.263
1729,59.992794,3436.4734
1730,64.29078,2824.632
1731,94.61146,3072.2654
1732,71.24828,3428.9868
1733,92.28481,4037.9307
1734,3.6836586,1565.2018
1735,90.67946,3649.678
1736,81.557304,3159.1628
1737,42.533245,3265.2747
1738,15.135198,2287.5237
1739,17.617846,2352.019
1740,17.26704,1563.5602
1741,14.150964,1419.2915
1742,82.50532,3553.4727
1743,91.709595,3646.0764
1744,69.184364,2830.43
1745,57.876774,2762.6702
1746,30.62239,3046.028
1747,44.665623,3113.962
1748,62.344135,3043.5527
1749,67.54273,4039.0288
1750,86.85962,3038.4817
1751,15.500905,1883.8693
1752,73.944244,3889.422
1753,13.066075,1732.4958
1754,96.9414,4090.2058
1755,60.868107,3475.5186
1756,34.698387,2893.4932
1757,66.38685,3669.3127
1758,39.51112,1916.9993
1759,72.396255,3052.4014
1760,18.123825,2546.273
1761,23.572983,2201.8823
1762,79.279854,4193.6704
1763,58.968002,2824.7017
1764,97.419014,4185.8228
1765,46.080975,3279.955
1766,25.678524,1827.854
1767,84.15007,3672.0623
1768,96.62222,3135.718
1769,6.9562225,1322.409
1770,31.500643,2155.1477
1771,36.19734,2922.4348
1772,17.666973,2152.084
1773,53.04897,3348.9685
1774,85.22356,5023.1836
1775,27.924307,2140.662
1776,11.23265,2303.7268
1777,19.292246,1766.6136
1778,16.204721,2452.0476
1779,19.217253,1548.9877
1780,82.98721,3780.7556
1781,66.50885,3337.4556
1782,81.66584,2655.4927
1783,55.4807,2402.3364
1784,73.15252,2741.8616
1785,87.82699,3422.6914
1786,17.540842,1832.1117
1787,59.846275,2840.476
1788,80.23053,4140.42
1789,71.38844,2471.18
1790,76.08573,3841.1257
1791,99.660736,3550.1418
1792,57.98417,2795.0515
1793,34.653168,2599.0684
1794,31.698763,2751.67
1795,64.6222,2114.328
1796,31.927002,2372.134
1797,18.05245,1624.8323
1798,64.66612,2979.7146
1799,50.380363,2716.4236
1800,83.72748,4023.265
1801,88.84693,4232.8936
1802,78.51774,3798.92
1803,63.117157,3287.732
1804,69.12319,2920.5828
1805,21.428318,1933.9344
1806,42.72202,2598.8997
1807,3.3672247,1731.4607
1808,63.585594,2751.999
1809,89.62128,3648.515
1810,37.87234,1771.4408
1811,88.76938,3110.2925
1812,5.50503,1093.3723
1813,13.617563,1533.9534
1814,97.532875,3898.8406
1815,38.98785,2330.6396
1816,88.05188,4566.6045
1817,11.495285,1482.2023
1818,70.73806,3581.605
1819,46.129192,2476.4658
1820,26.097683,1911.256
1821,85.70785,2707.4058
1822,30.898195,2553.7896
1823,69.47464,3207.655
1824,73.20714,4226.314
1825,15.637709,1808.1104
1826,98.47338,3747.777
1827,37.873817,2485.2617
1828,87.19993,4828.8457
1829,20.113516,2378.0547
1830,63.80685,3027.6838
1831,13.093514,1867.3792
1832,64.03546,2681.5251
1833,78.32186,3762.5781
1834,40.858463,2563.9507
1835,19.49785,2963.9053
1836,41.364777,2800.7488
1837,84.60745,3662.4797
1838,46.157295,2693.0547
1839,67.690674,2499.244
1840,38.294987,2974.27
1841,81.12959,3989.667
1842,9.099575,1788.4878
1843,86.74267,4443.309
1844,32.0122,2260.2388
1845,6.1106353,847.34973
1846,75.60048,3051.5852
1847,94.42596,4397.5527
1848,29.052507,2527.291
1849,61.7199,3752.725
1850,93.6229,4623.7065
1851,22.995358,2679.5906
1852,95.90245,2988.9202
1853,37.950527,2126.7576
1854,19.053688,1400.3658
1855,42.261196,3174.7368
1856,15.794152,2060.9211
1857,13.454463,1628.9614
1858,19.57979,2011.4052
1859,69.158936,2880.4495
1860,11.918168,2259.3738
1861,70.80157,3479.7656
1862,23.273964,2306.3865
1863,39.354385,3155.361
1864,27.39922,1771.458
1865,60.92331,3107.1252
1866,6.121086,1379.331
1867,70.13474,4807.565
1868,89.58896,4369.235
1869,99.9358,2863.4456
1870,4.4888206,1274.0194
1871,39.95906,3240.1094
1872,16.491768,1967.214
1873,76.80702,4380.462
1874,59.101578,2961.5789
1875,6.892369,1421.3613
1876,39.33929,2693.127
1877,41.25395,2988.8171
1878,97.834694,3874.431
1879,90.260445,3523.6458
1880,33.209034,1869.9049
1881,56.408897,3332.9697
1882,32.78677,2667.9172
1883,65.310776,3094.95
1884,86.54424,3702.4548
1885,23.975399,2266.266
1886,13.929712,1576.6091
1887,78.21679,2712.7864
1888,40.807266,2002.6273
1889,27.504116,2006.1632
1890,48.964207,2876.5972
1891,86.19022,3563.0823
1892,55.612957,3934.7273
1893,93.94786,5073.948
1894,10.079448,1400.2164
1895,33.58702,2435.8857
1896,40.520958,2323.6094
1897,97.09675,4513.3027
1898,10.371833,1310.8538
1899,26.535078,1600.9127
1900,5.391856,1151.3958
1901,22.911575,3057.3235
1902,76.77471,3597.0442
1903,83.69781,4266.998
1904,62.36643,2526.6562
1905,88.25645,3307.1814
1906,64.2868,2341.2454
1907,86.736694,4139.2104
1908,94.608185,3076.1318
1909,17.377956,1613.3512
1910,4.1875124,1003.95337
1911,32.43379,1965.2131
1912,51.429558,3217.8337
1913,27.547087,1745.27
1914,68.011925,2781.1174
1915,66.55742,3254.8447
1916,89.92968,3288.2842
1917,89.48314,3751.2534
1918,93.73664,4275.689
1919,69.63496,3492.4153
1920,59.76707,3020.5356
1921,66.19405,3059.8586
1922,31.167074,2154.548
1923,50.32708,3347.4448
1924,44.249794,2422.7905
1925,79.329384,3228.2292
1926,38.700447,2705.0344
1927,47.503212,3009.406
1928,91.99935,3611.6096
1929,31.324732,2876.944
1930,67.498505,4396.011
1931,17.815111,1599.8885
1932,4.4289503,1123.46
1933,84.36675,4399.2856
1934,63.316067,3905.589
1935,86.03367,3111.3752
1936,6.756842,1033.0251
1937,20.993616,2024.6991
1938,51.54385,3170.7373
1939,31.44445,2009.4861
1940,18.535894,1696.8208
1941,36.0216,2043.829
1942,14.48292,2091.3923
1943,52.91702,2172.4443
1944,68.83211,3636.6191
1945,61.83285,3083.7922
1946,76.82207,4008.5015
1947,57.438393,2852.325
1948,34.425323,2259.571
1949,8.914951,1435.6339
1950,97.32396,3915.135
1951,78.87505,3292.767
1952,44.936775,2920.6038
1953,88.52679,3525.2883
1954,37.194386,1937.2732
1955,54.215088,2066.927
1956,23.225233,2980.2139
1957,75.7767,5037.365
1958,34.31662,2496.4944
1959,77.13477,4015.1846
1960,75.426765,2978.3037
1961,37.837536,1975.0333
1962,49.553967,3542.3342
1963,28.553316,2090.9968
1964,35.322258,2782.8782
1965,40.6314,2627.7966
1966,37.359123,2614.3557
1967,16.723394,2350.7097
1968,87.89764,3024.7444
1969,49.5228,3563.5674
1970,96.76732,2897.701
1971,95.51275,3861.817
1972,56.71468,2311.2168
1973,83.2098,3296.752
1974,99.52203,4319.439
1975,27.378132,2229.1982
1976,89.09349,3865.8772
1977,94.98668,5032.411
1978,61.737434,2602.2097
1979,34.030067,2601.2878
1980,96.8431,3572.3918
1981,96.07299,4487.4995
1982,89.84638,3655.3066
1983,55.509743,3036.9595
1984,3.8993194,1364.065
1985,34.154694,2331.6375
1986,78.59388,3855.8772
1987,97.673584,3043.8538
1988,80.014046,3115.1592
1989,42.945152,2770.68
1990,33.188717,2787.2937
1991,79.51853,3897.9016
1992,85.04864,4410.204
1993,51.23847,2704.8433
1994,65.672935,3139.8228
1995,10.927795,1599.6218
1996,29.747208,2319.541
1997,49.873894,2632.61
1998,54.424248,2635.058
1999,24.91599,2435.1565
